size,mflop
31,8902.09
32,10933.2
96,12322.3
97,12649.3
127,10963.4
128,12735.3
129,12360.9
191,11483.9
192,12716.3
229,10565
255,11792.6
256,12709.7
257,12420.1
319,11752.9
320,12434.9
321,12426.4
417,12415.6
479,11876.1
480,12054.9
511,11504.4
512,11576.5
639,11987.8
640,12620.2
767,12072.3
768,12524.9
769,12294.3
1023,11699.6
1024,11559
1025,11700.1
1525,9418.96
1526,10867.8
1527,10186.1
