size,mflop
31,8692.36
32,10730.6
96,12222
97,12626.4
127,10924.9
128,12686.4
129,12375.4
191,11542.3
192,12683.5
229,10558
255,11778.4
256,12688.7
257,12441.7
319,11738.9
320,12443.8
321,12319.3
417,12340.1
479,11889.9
480,11965.7
511,11489.1
512,11546.9
639,11861.1
640,12409.3
767,11784.7
768,12520.2
769,12138.6
1023,11571.9
1024,11514.6
1025,11720.4
1525,9285.73
1526,10876.8
1527,10203.8
