size,mflop
31,4860.76
32,5035.72
96,3929
97,4071.38
127,3971.95
128,2937.61
129,3943.2
191,3588.37
192,2915.6
229,3624.54
255,3601.54
256,2708.44
257,3611.85
319,3538.64
320,2971.32
321,3526.14
417,3205.13
479,3112.21
480,2321.23
511,3204.1
512,711.095
639,2859.61
640,1929.89
767,2767.64
768,679.409
769,2762.68
1023,1158.05
1024,581.47
1025,1347.35
1525,770.779
1526,1017.08
1527,823.786
