size,mflop
31,8641.13
32,10870.4
96,12728.3
97,11974.7
127,11024.9
128,13506.5
129,12560.4
191,11751.3
192,13255.2
229,10678.5
255,11782.7
256,13226.8
257,12623.3
319,12027.2
320,13096
321,12674.2
417,9775.05
479,8725.53
480,9415.44
511,7994.47
512,9262.19
639,9198.1
640,8080.18
767,8568.31
768,8356.21
769,6485.68
1023,6007.82
1024,6114.13
1025,6202
1525,4264.28
1526,4443.26
1527,4187.75
