size,mflop
31,4025.6
32,4154.58
96,4377.28
97,4345.23
127,4212.8
128,2780.83
129,4202.55
191,3753.35
192,2895.18
229,3638.77
255,3497.96
256,2563.75
257,3566.52
319,3340.6
320,2764.64
321,3332.26
417,3290.01
479,2762.14
480,2760.81
511,3277.39
512,613.644
639,3172.97
640,2680.11
767,3122.58
768,643.528
769,3164.77
1023,2802.92
1024,582.84
1025,2776.9
1525,2374.68
1526,2338.69
1527,2385.28
