size,mflop
31,8874.67
32,10931.4
96,12174.9
97,12033.8
127,11277.3
128,12936.4
129,12732.1
191,11730.4
192,12903.5
229,10717.4
255,11903.7
256,12960.5
257,12776.5
319,12040.7
320,12732.8
321,12646.3
417,12775.3
479,12266.3
480,12460.4
511,11797.6
512,11929.9
639,12347.2
640,13043.4
767,12438.2
768,13029.7
769,12682.5
1023,12025
1024,11842.1
1025,12241.7
1525,7650.25
1526,8248.71
1527,7914.45
