size,mflop
31,8704.16
32,10617.1
96,13112.6
97,13661.3
127,12764.8
128,12760
129,13212.2
191,12715.1
192,13164
229,12660.3
255,11762.9
256,12310.4
257,12343.5
319,11312.2
320,11744.7
321,11740.2
417,11514.7
479,11300.5
480,11308.3
511,11046.9
512,10956.6
639,11437.3
640,11827.5
767,11513.4
768,11830.6
769,11706.8
1023,10619.7
1024,10423.8
1025,10765.4
1525,8560.3
1526,9659.53
1527,9151.88
