size,mflop
31,7349.12
32,9777.61
96,12150.3
97,12485.2
127,11988.5
128,12622
129,13074.8
191,12484.5
192,12760
229,12246.6
255,12072.1
256,12445.3
257,12452.5
319,12063
320,12322.7
321,12372.1
417,11559.2
479,10449.2
480,10404.4
511,10305.2
512,10238.5
639,10272.7
640,10420.8
767,10440
768,10459
769,10482.2
1023,9260.78
1024,8829.33
1025,9403.9
1525,7576.25
1526,8342.62
1527,7973.5
