size,mflop
31,8826.37
32,10860.2
96,12233.2
97,12307.3
127,11101.9
128,12988
129,12623.5
191,11757.2
192,12883.9
229,10700.2
255,11810.1
256,12979.4
257,12590.6
319,11995.9
320,12801
321,12711.7
417,12704.9
479,12238.6
480,12455.5
511,11736.2
512,11885
639,12393.9
640,13151.4
767,12504.8
768,13135.9
769,12693.6
1023,11411.5
1024,11567.3
1025,11409.8
1525,6123.29
1526,6392.91
1527,6243.36
