size,mflop
31,8934.66
32,10462.1
96,13252
97,13929.9
127,11968.9
128,13100.4
129,13097.7
191,11419.8
192,12425
229,10646.9
255,11698.3
256,12566.3
257,12401
319,11688.9
320,12283.8
321,12280.1
417,12303.1
479,12013.8
480,12105.8
511,11586.5
512,11566.7
639,11853.3
640,12446.8
767,11789.1
768,12428.5
769,12190.4
1023,11220.6
1024,11009
1025,11351.3
1525,9190.61
1526,10525.9
1527,9880.44
