size,mflop
31,16263.5
32,20341.4
96,26843.9
97,24887.6
127,25805.8
128,27460.6
129,26632.7
191,25584
192,27980.6
229,27442.2
255,27536
256,30701
257,27719.5
319,29839.2
320,31429.5
321,30620.4
417,31285.3
479,30761.8
480,32989.6
511,30837.1
512,31675.5
639,31077.4
640,32656.4
767,31996.8
768,33272.5
769,32720.3
1023,30790.3
1024,32852.2
1025,31231.1
1525,32315.3
1526,32147.5
1527,31242.5
