size,mflop
31,8880.48
32,10896.7
96,12443.6
97,12736.5
127,11036.8
128,12716.9
129,12458.4
191,11637.9
192,12701
229,10636
255,11794.9
256,12854.1
257,12571.4
319,11884.7
320,12540.1
321,12492.3
417,12500
479,12036.9
480,12179.5
511,11624.7
512,11766.7
639,12087.4
640,12671.5
767,12075.3
768,12645.9
769,12289.6
1023,11743.6
1024,11584.2
1025,11928.4
1525,9511.83
1526,11020.3
1527,10295.4
