size,mflop
31,8836.32
32,10947.9
96,12426.9
97,12715
127,10995.8
128,12755.3
129,12468.2
191,11632.7
192,12740.7
229,10688.4
255,11981.1
256,12850.5
257,12575.1
319,11873.7
320,12522
321,12543.7
417,12554.3
479,12121.7
480,12235.5
511,11632.9
512,11698.4
639,11949.6
640,12589.9
767,12032.4
768,12539
769,12333.1
1023,11680.5
1024,11547.8
1025,11875.5
1525,9480.96
1526,10979.9
1527,10275.5
